id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_087,"The user performs a sequence of gestures starting with holding an object upright with one hand, followed by raising the same hand with fingers extended and palm facing upward near the face, and then transitioning to a motion where the hand moves slightly outward with fingers still extended.","The user performs a gesture by raising their right hand with fingers pinched together, transitioning to an open hand with fingers spread apart near the head.","The user performs two sequential gestures: first, the right hand with fingers extended moves to cover the mouth, followed by the right hand forming a fist and moving to touch the chest.","The user performs two combined gestures: first, the right hand moves upward with fingers extended and touches the face near the mouth, followed by the hand moving away from the face and extending forward with the palm facing upward.","The user performs a waving gesture with the right hand, fingers extended and palm facing outward, moving side to side, followed by a pinching gesture with the thumb and index finger.","The user performs a waving gesture with the right hand, fingers extended and slightly spread, moving side to side near the head.","The user performs a gesture by raising their right hand with the index finger extended upward while the other fingers are curled, holding this position briefly before lowering the hand.","The user performs a waving gesture with the right hand, followed by a gesture where both hands are clasped together and raised near the face, and then transitions to a resting position."
p_088,"The user performs a gesture by raising their right hand with the index finger extended upward, then transitions to lowering the hand while maintaining the index finger extended.","The user performs a gesture with the right hand, raising it with the index finger extended and pointing upward, followed by lowering the hand back to its initial position.","The user performs a sequence of gestures involving raising the right hand with fingers extended and slightly spread, transitioning to pointing upward with the index finger, then forming a pinching motion with the thumb and index finger, and finally alternating between a pinching motion and an open hand with fingers extended.","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing forward, followed by a pinching motion with the thumb and index finger.","The user performs a gesture by raising one hand with fingers extended and palm facing outward, holding it stationary near the face before lowering it back.","The user performs a gesture by raising one hand with fingers extended and palm facing outward, moving it closer to the face until it covers the face, then lowering it back to the initial position.","The user raises their right hand with the index finger extended upward, holds the position briefly, and then lowers the hand back to a neutral position.","The user performs two sequential hand gestures: first, a waving motion with the right hand, fingers extended and palm facing outward, moving side to side; second, the right hand transitions to a flat horizontal position, palm facing downward, held steady."
p_089,"The user raises their right hand, extends the index finger upward while keeping other fingers curled, holds the pose briefly, and then lowers the hand back down.","The user performs a single hand gesture with the right hand, starting with the index finger extended upward and transitioning to pointing downward, while the hand moves slightly up and down during the sequence.","The user performs two combined gestures: first, crossing both hands diagonally with palms facing outward, followed by raising both hands near the face with fingers spread and palms facing inward.","The user performs a thumbs-up gesture with the right hand, raising it with the thumb extended upward while the other fingers are curled, followed by a pointing gesture with the index finger extended and directed forward.","The user performs a gesture sequence where both hands move upward, crossing at the wrists to form an ""X"" shape with open fingers, followed by a return to a neutral position.","The user performs a sequence of gestures starting with both hands forming fists and moving upward, transitioning to open palms with fingers spread facing forward, and concluding with hands clasping together and moving downward.","The user performs a gesture by raising their right hand vertically with fingers extended and palm facing forward, followed by a downward waving motion with the same hand.","The user performs a sequence of gestures: first, the right hand is raised with fingers spread and moves side to side in a waving motion; then, the right hand transitions to a downward sweeping motion with fingers slightly curled; finally, the right hand makes a small circular motion near the chest with fingers loosely curled."
p_090,"The user performs a sequence of gestures including a rapid vertical waving motion with the right hand, followed by holding the right hand near the head with fingers spread and palm facing outward, transitioning to raising the right index finger vertically, and concluding with a repetitive horizontal brushing motion across the table with the right hand.","The user performs a sequence of gestures starting with an open hand raised near the head with fingers spread, transitioning to a series of downward pointing motions with a closed fist, followed by repetitive circular movements of the hand above the table.","The user performs a gesture by raising one hand with fingers spread wide, palm facing forward, and then moves the hand side-to-side in a waving motion.","The user performs a sequence of gestures starting with a right-hand forward sweeping motion with fingers extended, transitions to a left-hand forward sweeping motion with fingers extended, and concludes with both hands clasped together with interlocked fingers.","The user performs a gesture with one hand extended forward, fingers spread and palm facing outward, followed by a downward waving motion.","The user performs a sequence of gestures starting with both hands forming a triangle with fingers interlocked, followed by the right hand moving forward with fingers spread in a waving motion, and ending with the right hand raised upright with fingers spread.","The user performs a gesture by raising their right hand, extending the index finger upward while the other fingers remain curled, and then moves the hand slightly downward and back to the resting position.","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side motion, followed by returning both hands to resting positions."
p_091,"The user performs a sequence of gestures involving the right hand moving upward with fingers extended and slightly curved, interacting near the face, followed by a downward motion with the hand forming a ""thumbs-up"" pose, and then returns to resting position.","The user performs a sequence of gestures involving the right hand moving upward with fingers slightly curved, followed by a horizontal hand motion with the palm facing downward, and then returning to a resting position.","The user performs a sequence of gestures involving raising the right hand with fingers slightly spread, moving it upward and outward, then transitioning to a horizontal hand position near the chin, followed by lowering the hand back to the resting position.","The user performs a sequence of gestures, starting with a raised hand with fingers spread, transitioning to a hand with fingers slightly bent and moving downward, and ending with a relaxed hand returning to a lower position.","The user performs a sequence of gestures starting with the right hand moving in a circular motion over the left hand, followed by both hands crossing at the wrists with fingers spread outward, transitioning into a waving motion with both hands, and ending with the right hand moving in a circular motion over the left hand again.","The user performs a sequence of gestures involving both hands moving outward and upward with fingers spread, followed by clapping motions and ending with hands raised and fingers spread.","The user raises their right hand, sequentially extending the index and middle fingers upward while the other fingers remain curled, then lowers the hand back to the resting position.","The user performs a gesture with the right hand, initially moving it upward with fingers slightly curled, then transitioning to an open palm facing forward with fingers spread, followed by a subtle waving motion."
p_092,"The user performs a gesture by raising their right hand with the index finger extended and pointing upward, while the other fingers are curled, followed by a slight movement of the hand forward and back.","The user performs a sequence of gestures starting with a raised hand with fingers slightly curved, transitioning to an open palm facing outward, followed by a hand moving horizontally near the face with fingers extended, and ending with a downward motion of the hand.","The user performs a gesture where the fingers of one hand, holding an object, move towards the face and briefly touch the chin before the hand moves away and opens slightly.","The user performs a gesture where the hand, with fingers slightly curled, moves towards the chin and rests against it.","The user performs a sequence of gestures starting with both hands forming a circular shape with fingers extended and touching, transitioning to both hands clenched into fists and moving downward in a repetitive motion.","The user performs a gesture where both hands, with index fingers extended and other fingers curled, move upward and forward near the face, then pause briefly before returning downward.","The user performs a waving gesture with the right hand, characterized by an open palm facing outward and side-to-side movement, followed by lowering the hand back to the resting position.","The user performs a sequence of gestures starting with interlocked fingers forming a loose clasp, followed by raising both hands with fingers spread apart and moving them in a slight waving motion near the sides of the head."
p_093,"The user performs a single hand gesture characterized by raising one hand with fingers extended and palm facing outward, followed by a waving motion.","The user performs a single hand gesture characterized by a raised hand with fingers extended and palm facing outward, followed by a horizontal waving motion.",The user performs a clapping gesture followed by a rubbing gesture with both hands.,The user performs a clapping gesture with both hands coming together repeatedly in front of their body.,"The user performs a sequence of gestures involving both hands moving in circular and waving motions, with one hand occasionally raised near the head and the other extended outward.","The user performs a sequence of gestures involving rapid waving motions with both hands, palms facing outward, fingers spread, and arms moving in alternating directions.","The user performs a waving gesture with one hand, moving it side to side with fingers extended and palm facing outward.","The user performs a single hand gesture, starting with the palm facing upward and fingers extended, followed by a waving motion with the hand moving side to side."
p_094,"The user performs a sequence of gestures with the right hand, starting with the index finger extended upward, transitioning to pointing forward, and ending with a flicking motion of the wrist while the fingers are loosely curled.","The user performs a sequence of gestures with the right hand, starting with a raised index finger pointing upward, transitioning to a horizontal pointing motion, and ending with a downward movement.","The user performs a gesture where one hand moves upward to touch the mouth with fingers slightly curved, followed by a brief outward motion away from the face.","The user performs a gesture where the hand moves towards the face with fingers extended and touches the lips, followed by a motion away from the face with the palm facing upward.","The user performs a waving gesture with an open hand, fingers spread, moving side to side, followed by a fist gesture with the hand raised and stationary.","The user performs a gesture with the right hand, initially raising the index finger while other fingers remain curled, then transitions to spreading all fingers wide and waving the hand side-to-side.","The user performs a waving gesture with the right hand, characterized by an open palm, fingers extended and slightly apart, moving side-to-side in a repeated motion.","The user performs a gesture where both hands cross at the wrists with fingers extended and palms facing outward, followed by a return to a neutral position."
p_095,"The user performs a sequence of gestures where the right hand touches the side of the head with fingers extended, followed by the left hand raising with the index finger pointing upward.","The user performs a sequence of gestures involving the right hand touching the side of the head with fingers extended, while the left hand moves forward with an open palm facing outward, followed by returning to resting positions.",The user performs a gesture where the right hand moves upward to touch the face near the chin and remains stationary before returning to the initial position.,"The user performs a sequence of gestures involving raising the right hand to touch the face near the mouth and chin, followed by extending the right hand forward with the palm facing upward, and then returning both hands to a resting position.","The user performs a sequence of gestures involving clapping hands, raising one hand to touch the forehead while the other hand remains upright, forming a horizontal hand position above the upright hand, and returning to clapping hands.","The user performs a sequence of gestures starting with a single hand moving upward with fingers extended, followed by both hands forming a horizontal alignment near the face, transitioning into a gesture where both hands cover the lower face with fingers spread, and ending with both hands clenched into fists near the face.","The user performs a waving gesture with the right hand, raising it with fingers extended and palm facing outward, followed by a downward motion and returning to a resting position.","The user performs a ""call me"" gesture by extending the thumb and pinky finger while bringing the hand near the face, followed by a downward pointing gesture with the index finger moving in a circular motion."
p_096,"The user performs a gesture by raising their right hand with the index finger extended upward, followed by a downward motion and then returning to the upward position.","The user performs a sequence of gestures with one hand, starting with an upward motion where the fingers point upward, transitioning to a downward motion with the fingers pointing downward, and ending with a rapid side-to-side movement.","The user performs a gesture where the hand, with fingers loosely curled, moves repeatedly near the face in a circular motion.",The user does not perform any hand gestures.,"The user performs a waving gesture with the right hand, characterized by an open palm facing outward and repetitive side-to-side motion.","The user performs a waving gesture with the right hand, characterized by an open palm, fingers extended, and a side-to-side motion.","The user performs a waving gesture with the right hand, moving it side to side while the palm faces outward and fingers are extended.","The user performs a waving gesture with the right hand, fingers extended and palm facing outward, moving side to side, followed by a downward motion of the hand."
p_097,"The user performs a sequence of gestures involving the right hand moving near the face with fingers slightly curled, transitioning to a pinching pose with the thumb and index finger, followed by pointing with the index finger, and ending with a thumbs-up gesture.",The user performs a gesture with one hand touching the side of their head while the other hand alternates between pointing with the index finger and a loose open palm motion.,"The user raises their right hand with the index finger extended upward, then moves the finger to touch the lips while maintaining the same orientation.","The user performs a sequence of gestures starting with the right hand moving up and down with fingers loosely extended, followed by the right hand raised vertically with fingers fully extended and palm facing outward near the face.","The user performs a gesture by raising one hand with fingers spread, palm facing outward, and moving it slightly forward and backward, followed by a rapid waving motion.","The user performs two sequential hand gestures: first, a rapid upward motion with a loosely closed hand, followed by an open hand raised vertically with fingers extended and palm facing outward.","The user raises their right hand with the index finger extended upward, briefly moves it side to side, and then lowers the hand.","The user performs a gesture with the right hand, raising the index finger upward while the hand moves slightly side to side and forward, followed by a waving motion."
p_098,"The user performs two sequential gestures: first, the right hand points forward with the index finger extended and other fingers curled, followed by the right hand pointing upward with the index finger extended near the head.","The user performs two sequential gestures: first, the right hand with the index finger extended touches the side of the head near the ear, and second, the right hand with the index finger extended points forward and alternates between upward and downward movements.","The user performs a gesture where the right hand, with fingers curled into a loose fist, moves upward to touch the chin and then transitions to a position with the index finger extended, resting against the side of the face near the temple.",The user does not perform any hand gestures.,"The user performs a sequence of gestures starting with raising two fingers to touch the face near the eyes, followed by pointing with one finger, then transitioning to crossing both hands in front of the face, and finally lowering the hands.","The user performs a sequence of gestures: first, the right hand moves upward with the index and middle fingers extended toward the face, briefly touching the forehead; then transitions to pointing forward with the index finger; and finally, the hand shifts to a thumbs-up gesture.","The user performs a gesture by raising one hand with fingers spread and palm facing forward, followed by a movement of the same hand lowering slightly and then returning to a resting position.","The user performs a sequence of gestures involving crossing both arms with hands open and palms facing downward, followed by spreading the hands apart with fingers extended and moving them slightly forward, and finally transitioning to a circular motion with one hand."
p_099,"The user performs a gesture by raising one hand with the index finger extended upward, moving it slightly in a vertical direction before returning to a resting position.","The user performs a gesture by raising one hand with the index finger extended upward, moving it slightly side to side before returning to a resting position.","The user performs a gesture where the hand moves upward with fingers slightly curled, touches the face near the mouth, and then retracts.",The user performs a gesture where one hand moves upward to touch the side of the face near the ear and then returns to a resting position.,"The user performs a gesture where the hand briefly touches the side of the head with fingers slightly curved, followed by a separate gesture of the hand moving outward with fingers spread and palm facing sideways.","The user performs a single hand gesture characterized by a series of rapid, outward flicking movements of the fingers and wrist with the hand oriented palm down.","The user performs a single hand gesture by raising their right hand with fingers extended and slightly apart, palm facing forward, and holding it steady in an upright position.","The user performs a gesture by raising one hand with the index finger extended upward, followed by crossing both index fingers to form an ""X"" shape in front of the face."
p_100,"The user performs a gesture with the right hand, raising it with fingers slightly curled and then extending them upward, followed by a downward motion returning to the initial position.","The user performs a gesture with the right hand, raising it with fingers forming a loose ""O"" shape, then lowering it back to the initial position.","The user performs two sequential hand gestures: first, the right hand is raised with fingers spread wide and palm facing forward, followed by a transition to a closed fist with the index finger extended pointing forward.","The user performs a sequence of gestures starting with pointing using the index finger of the right hand, transitioning to an open hand with fingers spread facing forward, and concluding with a relaxed hand motion.","The user performs a sequence of gestures involving a fist motion, an open hand raised and waved, followed by an extended arm with a flat hand, and concludes with a thumbs-up gesture.","The user performs a sequence of gestures involving a right-hand upward wave with fingers extended, followed by a left-hand upward wave with fingers extended, and concludes with a brief circular motion of the right hand.","The user transitions from resting their hand against their chin with a closed fist to raising their index finger vertically while the other fingers remain curled, and then returns to the initial position with the fist near the chin.","The user performs a waving gesture with the right hand, moving it vertically and slightly side-to-side with fingers extended, followed by lowering the hand back to a resting position."
p_101,"The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward.","The user performs a single hand gesture characterized by raising the right hand with fingers extended and palm facing outward, followed by a downward motion.","The user performs a gesture with one hand raised, fingers slightly curved, palm facing inward, and moves the hand in a small circular motion near the face.","The user performs a gesture by raising one hand, moving it back and forth near the face, with fingers extended and palm facing inward, followed by a brief touch to the chin.","The user performs a waving gesture with one hand, moving it side to side, followed by an extended arm gesture with the palm facing outward.",The user performs a sequence of gestures involving clapping hands together followed by raising one hand with fingers extended and palm facing outward.,"The user performs a gesture by raising one hand with fingers extended and slightly spread, palm facing forward, followed by lowering the hand back to a resting position.","The user performs a gesture by raising their right hand, forming a loose fist with the thumb resting on the curled fingers, and holding it stationary near shoulder level."
